@relation desinformacao_ia

@attribute texto string
@attribute classe {Fake, Fato}

@data
'duas empreendedoras transformaram a paixão pelo futebol em um gastrobar temático no itaim paulista na zona leste de são paulo o negócio mistura clima de estádio com gastronomia sofisticada o empreendimento conta com 25 funcionários ticket médio de r$ 80 e faturamento anual de r$ 15 milhão o cardápio inclui pratos e drinques inspirados em craques do futebol mundial como lionel messi e cristiano ronaldo para a copa do mundo as empresárias querem ampliar a capacidade do espaço de 120 para 200 clientes e planejam abrir uma nova unidade no centro de são paulo',Fato
'em participação no quadro pode perguntar do fantástico o técnico luiz felipe scolari o felipão falou sobre temas marcantes de sua trajetória no futebol a derrota histórica da seleção brasileira por 7 a 1 para a alemanha em 2014 o afastamento do treinador tite e a relação de proximidade com o atacante português cristiano ronaldo derrota histórica em 2014 o treinador classificou o resultado no mineirão como um episódio coletivo e destacou a dificuldade de reagir ainda durante a partida segundo ele já no intervalo com o placar em 5 a 0 não havia espaço para ajustes táticos profundos mas sim para tentar conter o impacto emocional sobre os jogadores reavaliação quando está 5 a 0 é dificil o que cabia a mim era não deixar uma arrasada final mostrar que o mundo não terminou ali afirmou felipão também ressaltou que a derrota deve ser compartilhada por todo o grupo ganhamos em grupo perdemos em grupo eu era mais um naquele momento disse o técnico ainda comparou o episódio com conquistas posteriores na carreira como a passagem pelo futebol chinês onde acumulou títulos para ele a superação é parte fundamental da trajetória no esporte a gente não pode afundar porque um problema existe completou relação com tite segue distante outro ponto abordado foi o distanciamento do técnico tite felipão confirmou que os dois ficaram afastados após uma acusação envolvendo uma suposta derrota proposital em um jogo no passado situação que ele nega categoricamente não teve veracidade nenhuma foi uma colocação totalmente errada afirmou o treinador explicou que apesar de tentativas de reaproximação o contato ainda não foi retomado achamos que não era o momento estamos um pouco afastados ainda disse ele no entanto minimizou o conflito e demonstrou expectativa de reconciliação no futuro acho que com o tempo vamos esquecer isso é uma bobagem que o futebol vai ter que eliminar avaliou amizade com cristiano ronaldo felipão também surpreendeu ao comentar sua relação com cristiano ronaldo com quem trabalhou na seleção de portugal segundo ele mantém contato frequente com o atacante até hoje tenho o número dele a gente se comunica é uma relação como de pai para filho afirmou o treinador elogiou não apenas o talento mas também a dedicação do jogador tudo o que vocês ouvem falar do cristiano é certo ele é espetacular não se contenta com o normal enquanto não aprende o mais difícil ele não para disse felipão destacou ainda a longevidade do atleta que segue atuando em alto nivel é por isso que ele continua até hoje com mais de 40 anos jogando profissionalmente concluiu aos 77 anos felipão segue sendo uma das figuras mais emblemáticas do futebol brasileiro marcado tanto pelo título mundial de 2002 quanto pela derrota de 2014 dois extremos que segundo ele ajudam a definir sua trajetória',Fato
'o presidente luiz inácio lula da silva pt participará na manhã desta sexta-feira 15 em barretos sp do anúncio da construção do novo centro de pesquisa clínica e cirurgia robótica do instituto de treinamento em cirurgias minimamente invasivas ircad filiado ao hospital de amor segundo o planalto lula deve estar acompanhado do ministro da saúde alexandre padilha a agenda está prevista para começar às 9h o novo centro de pesquisa buscará acelerar o acesso de pacientes oncológicos a terapias e procedimentos de alta complexidade além de ampliar a capacidade da instituição em combinar inovação médica escala assistencial e eficiência de custos lula e padilha também devem anunciar um pacote de outras medidas para o atendimento oncológico pelo sistema único de saúde sus dentre elas estão a implementação de uma tabela específica para o financiamento da cirurgia robótica oncológica na rede pública e a entrega de novos aceleradores lineares e de veículos para o transporte de pacientes até os locais de tratamento',Fato
'olhem o nivel que chegou o povo baiano que dó todos num curral nem pensam mais alienados totalmente pelo pt entrevistador porque é que estás aqui hoje entrevistada 1 estamos aquí contra a amnistia entrevistador o que é que é a amnistia entrevistada 1 é então não sei dizer muito bem entrevistador porque é que estás aquí hoje entrevistada 2 ah moço sei lá só estou aqui a fazer o meu horário é isso entrevistador moça o que é que estás a achar do preço da carne entrevistada 3 pelo amor de deus está um absurdo já nem dá para fazer um churrasco mais a gente trabalha trabalha e não consegue comprar um quilo de carne está impossivel manifestante 1 mulher vou dizer logo eu não venho mais viu está sol quente poeira e nem para a massa da gasolina manifestante 2 homem pois é mulher a gente perde o dia come mal e ainda volta duro manifestante 3 homem eu já cansei também dois atos seguidos e até agora nada entrevistador porque é que você está aqui hoje entrevistado 4 é estou aqui para garantir o auxilio né a carne está muito cara entrevistador porque é que você está aqui hoje entrevistada 5 eu eu estou aqui contra o mal entrevistador e o que é que esse mal fez entrevistada 5 eu não sei bem mas sei que é errado entrevistador ó minha senhora com licença onde é que a senhora conseguiu esse pãozinho com mortadela aí entrevistada 6 foi ali atrás na concentração está ali a mesona ó cada um pega o seu entrevistador toda a gente pode pegar entrevistada 6 pode ué chega lá e pega está à vontade entrevistador beleza',Fake
'o presidente do supremo tribunal federal stf edson fachin pediu que a advocacia-geral da união agu tome as providências necessárias e atue na defesa do ministro alexandre de moraes no processo movido pelo grupo trump media e pela plataforma rumble nos estados unidos contra ele segundo fachin o que está em jogo não é uma questão relacionada apenas ao ministro da corte mas sim à independência do judiciário e à soberania do país a medida foi tomada após a justiça dos estados unidos autorizar que moraes fosse notificado por e-mail sobre a abertura da ação contra ele nos estados unidos permitindo que o processo avance',Fato
'a tesla anunciou nesta quarta-feira 6 um recall de 218868 veículos nos estados unidos devido a uma falha na imagem da câmera de ré segundo a administração nacional de segurança no tráfego rodoviário dos estados unidos nhtsa o defeito está ligado a um curto-circuito em componente do computador do veículo afetado no momento da partida do carro elétrico o recall envolve alguns veículos dos modelos tesla model 3 model y model s e model x a tesla informou que já disponibilizou uma atualização de software remota para corrigir o problema no mês passado a nhtsa encerrou uma investigação que envolvia cerca de 26 milhões de veículos da tesla relacionada a um recurso que permitia movimentar os carros à distância após concluir que os casos estavam ligados apenas a incidentes em baixa velocidade',Fato
'o futuro chegou o japão inaugurou o primeiro hospital totalmente operado com ia e robôs será que estamos a apenas 10 anos de ver médicos sendo substituídos por inteligência artificial',Fake
'luiz bacci meu deus olha que aconteceu com esse pastor mirim miguel oliveira eu não estava sabendo bom sem palavras nós estamos acompanhando a morte que foi encontrado portanto sem vida infelizmente foi encontrado morto nós vamos acompanhar de perto os detalhes da investigação no cidade alerta e também te manter informado nas nossas redes sociais foi agredido dessa forma foi um soco que foi fatal para ele porque ele se desequilibrou bateu a cabeça e já ficou inconsciente chegou no hospital já sem vida tudo aconteceu na frente da irmã e também de dois amigos estivemos no velório onde está acontecendo aqui no velório municipal de mauá a família consternada amigos também ninguém esperava uma morte precoce dessa forma né ainda mais por um motivo tão fútil depois dessa situação quando caiu ele ainda teve convulsão gotino ele será enterrado agora no início aí da tarde né no último horário do enterro na verdade 5 e pouco da tarde',Fake
'bonner o atacante neymar júnior que estava se transferindo futebol do qatar para atuar no futebol paulista mais precisamente no santos futebol clube time que o revelou para o mundo surpreendeu a todos ao assinar contrato com o vasco da gama vamos entender o motivo dessa recente de mudança neymar eu me identifiquei muito com essa trajetória principalmente com a parte de cair né é vamos ser sinceros eu sou muito especialista em cair em campo e o vasco também né então parecia um casamento perfeito e quando o vasco me apresentou o projeto pensei que isso aqui é destino é um clube que entende o que é cair com estilo eu tenho todos bonner uma boa noite',Fake
'o que o filho de elon musk acabou de dizer sobre jesus vai te deixar sem palavras era para ser só mais uma entrevista leve com elon musk e seu filho de 4 anos mas o que começou como um momento simples virou algo que ninguém esperava em poucas palavras a criança tocou corações silenciou estúdios e emocionou milhões uma fala espontânea sobre fé bondade e humanidade que reacendeu conversas esquecidas o que ele disse sobre jesus virou tendência global e pode transformar a sua forma de ver o mundo prepare-se para algo que ultrapassa crenças e vai direto ao coração',Fake
'ronaldo galera eu nunca me posicionei politicamente mas depois de ver tudo o que está acontecendo no brasil tomei minha decisão e percebi que lula e moraes estão fazendo bem para o brasil em 2026 eu sou lula fica na cruz abaixo da foto no lado direito curta comenta e compartilha para abrir os olhos de quem ainda está perdido',Fake
'se isso aqui for verdade o brasil vai entrar em uma nova revolução foi vazado mais um áudio do alexandre de moraes e antes de começar e soltar essa mega bomba eu já vou deixar bem claro para vocês eu não sou religioso eu sou seguidor de cristo mas isso aqui sério não deveria mexer com esses caras gente não não deveria mexer com os evangélicos do pais vocês não sabem o que vocês estão fazendo vocês não sabem o que vocês estão mexendo o vídeo que você vai ver a seguir é de anojo é de angústia é de tristeza é de de dar decepção e desesperança mas eu tenho certeza o senhor dos exércitos aquele que foi aclamado na vigília na frente da casa do bolsonaro foi o ápice para o alexandre de moraes falar que não pode mais ser chamado de rei dos reis não pode ter mais o termo de senhor dos senhores e também do único que é digno não pode mais falar essas palavras eles se acham agora deuses gente realmente eles se acham deuses naquelas cadeiras compartilha para o brasil inteiro ver esse video alexandre de moraes temos que acabar com o vocabulário golpista dos evangélicos proibir falas de senhor dos senhores senhor dos exércitos único deus único que é digno e outras tantas que ofenda essa corte suprema nós é que somos supremos a justiça é feita aqui neste tribunal não vamos admitir que haja uma outra justiça além da nossa sim senhores ministros a soberba precede a queda quem aí no brasil quem nunca assistiu vida de inseto que que um povo de formigas que foi encurralado por alguns gafanhotos e que a união de todas as formigas acabaram derrubando os gafanhotos vocês não compreendem que vocês vão viver até no máximo 100 anos e vão sair desses cargos não temem isso realmente vocês não têm consciência dessas coisas não mexa com o povo de bem desse país porque eu tenho certeza vocês não aguentam 1 dessa população não não vai existir exército não vai existir aeronáutica não vai existir policia que segure essa população se se revoltar contra vocês se você se indignou com esse áudio assim como eu do alexandre de moraes compartilha esse áudio',Fake
'auxiliares próximos do presidente luiz inácio lula da silva pt avaliam que o governo dos estados unidos iniciou um movimento explícito para interferir nas eleições brasileiras deste ano no núcleo do palácio do planalto a percepção é que há um risco concreto de o tiro sair pela culatra isso porque existe forte rejeição no brasil ao presidente americano donald trump que cada vez mais passa a ser associado ao senador e pré-candidato flávio bolsonaro pl-rj há o reconhecimento no planalto de que essa interferência acontece principalmente por parte de um sector do governo americano mais ideológico esse setor é liderado pelo secretário de estado dos eua marco rubio que tem interlocução com a familia bolsonaro mesmo assim a percepção é que nos últimos dias pelo menos seis episódios reforçam essa disposição do governo americano de influenciar no pleito brasileiro o encontro do senador flávio bolsonaro com donald trump na casa branca; a classificação das facções brasileiras pcc e comando vermelho como organizações terroristas depois do pedido feito por flávio bolsonaro; a indicação do deputado republicano daniel perez como embaixador americano no brasil; a proposta do escritório de comércio americano de aplicar uma tarifa de 25 sobre as exportações brasileiras; a publicação nesta terça-feira 2 por trump em sua rede social das fotos do encontro da semana passada com flávio bolsonaro com elogios ao senador brasileiro no mesmo dia do anúncio a proposta de tarifaço; a declaração do secretário de estado americano marco rúbio de que o brasil não é aliado dos estados unidos rubio citou uma onda de coalizão de países amigos no continente americano mas colocou o brasil na lista de exceções de aliados para um influente interlocutor do palácio do planalto a fala de rúbio foi intencional pois colocou publicamente o brasil ao lado de cuba nicarágua e venezuela o secretário de estado americano ainda ressaltou que o brasil está no meio de um ciclo eleitoral os gestos do governo americano já são concretos demais mas a fala do rúbio é explicita ao colocar o brasil numa lista de exceções de aliados e citar diretamente as eleições por aqui não há qualquer sutileza argumenta esse interlocutor palaciano',Fato
'viraliza um vídeo em que o presidente da venezuela nicolás maduro supostamente renuncia ao poder e reconhece edmundo gonzález como o novo presidente',Fake
'o pix é um sistema de pagamento instantâneo criado por técnicos do banco central que permite transferir dinheiro entre contas em segundos foi lançado em novembro de 2020 o desenvolvimento tecnológico começou formalmente em maio de 2018 por meio de um grupo de trabalho instituído pelo banco central a infraestrutura centralizada de liquidação é operada pelo banco central do brasil e está disponível 24 horas por dia sete dias por semana em resposta a investigações comerciais recentes dos estados unidos o governo brasileiro defendeu a soberania e a eficiência do sistema que hoje possui mais de 170 milhões de usuários e movimentou trilhões de reais sendo reconhecido internacionalmente por democratizar o acesso a meios digitais de pagamento',Fato
'vivemos um momento impar na história da inovação tecnológica assim como a revolução industrial transformou o mundo do trabalho e a ascensão da internet reconfigurou nossas relações interpessoais a inteligência artificial generativa que ganhou forte visibilidade desde o lançamento do chatgpt em 2022 está impulsionando uma nova era de descobertas e possibilidades não se trata apenas de um salto tecnológico estamos diante de mudanças profundas nas dinâmicas produtivas nos modelos de negócios e até na nossa própria concepção de criatividade avanços da nvidia potência de processamento em escala um dos alicerces dessa evolução é a capacidade de processamento nesse cenário a nvidia se destaca como protagonista ao desenvolver gpus cada vez mais poderosas para treinar e executar modelos de ia em larga escala essas unidades de processamento gráfico antes usadas majoritariamente por gamers hoje são o motor que dá vida a sofisticados algoritmos de machine learning e deep learning grandes corporações e centros de pesquisa veem na nvidia um parceiro estratégico para viabilizar o desenvolvimento de soluções de ia generativa seja na geração de imagens realistas na análise de grandes volumes de dados em tempo real ou na automação de processos produtivos meta e a troca da verificação profissional pelo community review recentemente a meta anunciou que não fará mais a verificação profissional de conteúdos em suas plataformas optando por um modelo que incentiva a revisão pela comunidade na prática a aposta é que o envolvimento orgânico aumente o engajamento produza debates mais efusivos e gere um volume maior de dados matéria-prima valiosa para alimentar os modelos de ia da empresa embora a ideia de dar voz às comunidades seja louvável em tese surgem questionamentos sobre a exposição ao crescimento de conteúdos imprecisos ou danosos e é justamente nessa interseção entre engajamento e confiabilidade que se encontra uma das grandes questões regulatórias envolvendo inteligência artificial até onde a busca por interações e dados amplifica riscos como desinformação e manipulação de narrativas o fórum econômico mundial e o olhar global sobre a ia o fórum econômico mundial já se manifestou reiteradas vezes sobre a urgência de debater padrões e regulamentações para a ia em nivel global lideres políticos executivos e representantes da sociedade civil reconhecem que apesar dos grandes beneficios existem desafios éticos e de governança que precisam de atenção imediata desde o uso de algoritmos para viabilizar soluções sustentáveis até as preocupações em torno da substituição de mão de obra humana o consenso é que a ia não pode ser tratada como terra sem lei as discussões no fórum têm reforçado a necessidade de colaboração multissetorial e de um arcabouço normativo que atenda ås diferentes realidades econômicas e culturais as previsões do gartner para ia a consultoria gartner conhecida por suas análises e previsões em tecnologia aponta que a inteligência artificial generativa é uma das tendências mais disruptivas do nosso tempo com potencial para remodelar não apenas setores ligados à tecnologia mas também áreas como saúde educação finanças e varejo segundo seus relatórios embora haja um otimismo generalizado sobre o impacto positivo da ia as empresas precisam estar preparadas para lidar com custos elevados de implementação falta de profissionais qualificados e possíveis impactos nos modelos de negócio tradicionais a recomendação é clara quanto mais cedo as organizações começarem a se adaptar maior a chance de usufruir plenamente dos beneficios que a ia oferece al agents o próximo passo para os negócios um dos pontos mais entusiasmantes desse cenário é o surgimento de al agents sistemas autônomos capazes de tomar decisões em tempo real reagindo a mudanças no ambiente ou nas informações disponiveis esses agentes podem automatizar processos complexos aprender com seus próprios erros e até mesmo colaborar entre si prometendo um salto de produtividade para as empresas que souberem utilizá-los de maneira estratégica porém com tamanho potencial vem também a responsabilidade garantir que essas entidades sigam diretrizes éticas atendam a padrões de segurança e protejam dados sensiveis dos usuários da revolução industrial à explosão da ia generativa fazer um paralelo com a revolução industrial a ascensão da internet e a chamada indústria 40 ajuda a contextualizar o impacto da ia generativa cada uma dessas fases teve como caracteristica central a automatização e a expansão das possibilidades produtivas agora com os modelos de linguagem e os sistemas de machine learning damos mais um passo a possibilidade de criar conteúdo e tomar decisões com base em aprendizado continuo essa fronteira abre novos espaços de criatividade e colaboração entre máquinas e humanos mas também nos força a reconsiderar a forma como lidamos com segurança direitos autorais e transparência de algoritmos cenários de evolução do pragmático ao disruptivo no curto prazo é provável que as empresas adotem a ia para otimizar rotinas administrativas atendimento ao cliente e suporte na tomada de decisão num cenário mais amplo a expansão de ferramentas generativas e a incorporação de modelos treinados em dados cada vez mais abrangentes podem transformar por completo setores inteiros da indústria ao entretenimento há ainda um cenário disruptivo em que o surgimento de novas aplicações cria mercados inteiramente novos exigindo adaptações regulatórias e profissionais capacitados em ritmo frenético a possibilidade do surgimento da agi outra questão que paira no ar diz respeito à artificial general intelligence agi segundo falas recentes de sam altman ceo da openai podemos estar a algumas décadas ou menos dependendo do ritmo de avanço tecnológico de desenvolver sistemas de ia com capacidades equivalentes ou até superiores à inteligência humana em diversas áreas esse horizonte levanta debates éticos profundos e põe em xeque a forma como enxergamos a relação entre humanos e máquinas embora alguns considerem a agi um sonho distante a velocidade dos progressos recentes indica que não se pode mais descartar a hipótese rumo a uma nova era responsabilidades e oportunidades a inteligência artificial generativa é uma dúvida a grande protagonista dessa fase de transformação digital mas assim como houve questionamentos na revolução industrial e reflexões sobre privacidade com a chegada da internet precisamos de debates sérios sobre aspectos regulatórios éticos e sociais que envolvem a ia a evolução não dá sinais de arrefecimento ao contrário gigantes do setor como nvidia e meta mostram que há um enorme apetite por inovação e também por dados que alimentem algoritmos cada vez mais poderosos para organizações e profissionais o recado é claro é hora de se informar de acompanhar as tendências e de preparar o terreno para a nova era com atenção aos riscos e consciência de que a ia pode ser ao mesmo tempo aliada e desafio podemos colher os frutos de uma revolução tecnológica que como toda revolução exige adaptação diálogo e responsabilidade',Fato
'o ceo da openal sam altman afirmou que a meta ofereceu aos funcionários da empresa bônus de contratação de até us$ 100 milhões com o objetivo de formar uma equipe de especialistas em inteligência artificial ia para a big tech a declaração vem de um episódio do podcast uncapped apresentado por seu irmão jack altman que foi ao ar na última terça-feira 17 além do bônus o líder da openal pontuou que a meta também ofereceu aos colaboradores da openal pacotes de remuneração anual maiores que o aporte de us$ 100 milhões para fazer parte do time especial da empresa o grupo formado pelo ceo da meta mark zuckerberg teria como objetivo reunir os melhores especialistas para concentrarem esforços na ferramenta de ia da empresa além de trabalharem na elaboração de uma inteligência artificial geral agi até agora nenhum dos nossos melhores profissionais decidiu aceitar a proposta apontou altman no podcast o ceo ressaltou ainda que respeita a agressividade da meta na sua busca constante por novidades além dos funcionários da openal a meta conseguiu fechar um acordo com a scale al que resultou na participação do ceo da startup de rotulagem de dados alexandr wang como liderança do grupo de superinteligência o ceo da openal avalia que muitos profissionais recusaram propostas da meta por considerarem a empresa não muito inovadora além disso o executivo observa que a gigante da tecnologia poderia estar gerando riscos culturais ao criar empregos mais focados em remuneração do que no trabalho em si',Fato
'nesta semana quase véspera da copa o jornal nacional começa a exibir uma série especial sobre a história do nosso futebol são seis episódios que exaltam a essência do jogador brasileiro as virtudes que fazem da seleção a única pentacampeã do mundo nesta segunda-feira 1º nós vamos falar de talento é um exercício de mergulhar no passado e projetar um futuro à altura meu pai falava no pelé meu avô falava no pelé o pelé é o princípio de tudo diz romário campeão do mundo em 1994 refletir sobre a essência do futebol brasileiro quando eu olho para trás eu vejo 58 62 70 94 2002 passa um filme na cabeça diz cafů da seleção que venceu o complexo de vira-latas e conquistou cinco títulos mundiais repórter para ser jogador brasileiro com letra maiúscula tem que ter rua romário se eu não me engano 90 do brasileiro teve rua tem rua e vai continuar tendo assim surgiu a lenda de uma camisa amarela em seis reportagens a série do jornal nacional vai explorar tributos que ajudam a contar a história da única seleção pentacampeã mundial de futebol ousadia criatividade raça fé união e para começar um tipo de talento que insiste em brotar nesse pais jogar futebol sempre foi uma coisa muito instintiva é nato afirma romário o primeiro supertalento do brasil chegou à copa da suécia em 1958 como reserva sem chamar tanta atenção virou titular no terceiro jogo contra a união soviética mas não fez gol dali para frente o pelé marcou seis vezes duas na final contra os donos da casa a coroação daqueles menino rei aos 17 anos de idade pelé é um monstro de qualidade e improvisação ele driblava para tudo quanto era lado ele driblava até por dentro do adversário afirma jairzinho campeão do mundo em 1970 quatro anos depois no chile uma lesão na segunda partida tirou o pelé do restante da copa garrincha virou a estrela nem tão solitária do time com quatro gols e duas assistências liderou o brasil rumo ao bicampeonato mundial esses dribles que o garrincha dava pelo que a gente vê era praticamente impossível pará-lo se ele traz aquela técnica para hoje também seria então assim não tem como falar del futebol primeiro não falar do pelé e depois desse cara ai afirma romário no tri em 1970 no méxico a seleção brasileira já não tinha garrincha mas teve uma última vez de pelé cercado por craques que ele inspirou o rei marcou quatro vezes e deu seis passes para gol três para o jairzinho o artilheiro do brasil naquela copa com sete gols aquela reunião incomparável de talentos deixou a impressão de um brasil invencivel no entanto nas cinco edições seguintes da copa do mundo a qualidade dos jogadores não foi suficiente para seleção vencer os três mundiais que o brasil ganha com o grande talento de pelé e obviamente de garrincha depois o futebol mundial muda e começam a ganhar equipes muito fortes o talento tem mais dificuldade a ganhar titulos solo tem que ser ajudado da boa organização sacrificio de todos os outros diz carlo ancelotti foi com essa consciência tática e a pressão de 24 anos sem um título mundial que o brasil chegou aos estados unidos em 1994 eu nunca fiz gol de bate-pronto mas por acaso esse gol e aquele contra a holanda foram movimentos assim que tinha que estar 100 senão a bola não entraria conta romário com uma assistência para o bebeto é claro e cinco gols marcados o romário já tinha virado o cara daquela copa antes mesmo da final contra a itália do roberto baggio o baggio está te olhando está com medo não eu vou me colocar no lugar do baggio é um olhar de muito respeito e eu também faria isso com ele diz romário talento reconhece talento mas no maior dos palcos a copa do mundo ter o domínio completo do corpo e da bola não é garantia de vitória sob os olhos de centenas de milhões de pessoas às vezes a habilidade do craque é derrotada pelo medo é preciso ser decisivo protagonismo também é talento na decisão por pênaltis o protagonista do brasil marcou o da itália não cara essa hora aí foi o ápice da minha vida tipo tudo aquilo que eu planejei sonhei imaginei lá atrás eu consegui ai comemora romário uma hora em que a cabeça vai longe volta às origens vai lá no jacarezinho jogando com o meu pai na linha do trem de madrugada quando eu não conseguia dormir e o meu pai me levava vai lá na vila da penha no campinho que tinha lá embaixo que meu pai sempre me levava para jogar cara bonito desde pequeno né lembra romário ver de perto do campo a consagração do romário inspirou um garoto de 17 anos ronaldo o último herói de um titulo mundial brasileiro ele marcou oito gols na campanha do penta na copa da coreia do sul e do japão em 2002 nunca um jogador brasileiro fez tantos em uma edição do mundial e dois foram na final contra a alemanha o ronaldo era completo força habilidade fazia gol inteligente opina romário e lá se vão 24 anos tempo de espera familiar à seleção antes de aterrissar nos estados unidos para disputa de uma copa do mundo na busca pelo hexa o brasil também espera encontrar o talento desta geração com o neymar existe uma possibilidade de o brasil ser campeão porque é o talento nato que a gente tem nos últimos dez 15 anos afirma romário se esse cara está bem fisicamente se esse cara está bem mentalmente esse cara é o melhor disparado ele pode decidir a qualquer momento diz casemiro meio-campo da seleção temos a sorte que temos muito talento dos primeiro cinco jogadores do mundo hoje dois são do brasil afirma carlo ancelotti agora não adianta ter só o talento e não estar totalmente preparado para poder dar tudo o que você possa diz romário eu não posso treinar o talento eu não posso melhorar o talento mas eu posso ajudar a manejar o talento diz carlo ancelotti que nós treinadores possamos ter a sorte de encontrar outros garrinchas e outros pelé por ai para que o brasil volte a continuar sendo o melhor futebol do mundo diz jairzinho e só em uma copa do mundo se acha um jogador desse tamanho',Fato
'português pastor cai diga ao seu vizinho e diga ele vai te sustentar voz gritadapregação gritos de emoçãosurpresa oh meu deus alguém o ajude voz de mulher talvez em oraçãosúplica senhor tende piedade voz de homem agora o diabo tentou mas eu ainda estou voz de homempregação',Fake
'aonde vamos parar surta por causa de um celular um episódio delicado envolvendo um adolescente ganhou repercussão nas redes sociais após o jovem protagonizar um surto ao ter o celular confiscado pelo pai a cena registrada por familiares mostra o quanto a relação entre juventude e tecnologia tem se tornado um ponto sensível dentro de muitos lares mais do que um simples castigo o ato de retirar o aparelho revelou algo maior a forte dependência emocional que muitos jovens desenvolvem com o mundo digital para boa parte dessa geração o celular não é apenas um objeto — é espaço de socialização entretenimento identidade e pertencimento especialistas alertam que reações desproporcionais como essa podem estar ligadas à dificuldade de lidar com frustrações e limites algo essencial no processo de formação o desafio das famílias modernas é justamente encontrar equilíbrio entre diálogo disciplina e compreensão especialmente em uma era onde a conexão é quase permanente o episódio abre espaço para uma reflexão importante estamos preparando nossos jovens para o mundo real ou permitindo que o virtual ocupe um espaço excessivo em suas vidas fica o alerta — educar também é saber dizer não mas acima de tudo é saber ouvir e orientar',Fake
'o senador e pré-candidato à presidência flávio bolsonaro pl disse nesta terça-feira 2 ter pedido a donald trump presidente dos estados unidos que não taxasse as empresas brasileiras o escritório de comércio dos estados unidos propôs nesta segunda a aplicação de uma tarifa de 25 sobre produtos do brasil na semana passada flávio esteve em washington e se reuniu com trump e com auxiliares do presidente americano nas três reuniões que nós tivemos com o presidente trump o vice-presidente jd vance e o secretário de estado marco rubio eu pedi expressamente não taxem as empresas brasileiras é um pedido que eu fiz expresso a eles afirmou flávio bolsonaro em entrevista à rádio itatiaia de minas gerais a proposta do escritório de comércio dos eua veio na conclusão de uma investigação sobre o governo brasileiro acusado de cometer práticas que oneram ou restringem o comércio norte-americano a apuração cita como exemplos o pix desmatamento ilegal e problemas na aplicação de leis anticorrupção é uma sugestão ainda a taxa de 25 que entraria em vigor a partir de julho disse flávio à rádio quer dizer lula tem mais esse tempo para ir lá e negociar para defender as empresas brasileiras para que as nossas empresas não sejam sancionadas não sejam punidas retaliação a lula não a empresas brasileiras ao comentar o novo tarifaço proposto pelos eua flávio bolsonaro fez criticas ao presidente luiz inácio lula da silva pt que será oponente dele nas urnas em outubro campanha eleitoral à parte trump sabe que lula se mobiliza para tirar o dólar como padrão internacional de comercialização entre os países isso é um tiro no coração dos estados unidos então quem está sendo retaliado não são as empresas brasileiras quem está sendo retaliado é o próprio lula trump toma essa medida porque olha para lula e vê uma pessoa inconfiável uma pessoa incompetente disse flávio',Fato
'versão 1 polícia civil fechou um galpão com mais de 100 mil celulares usados para vender engajamento falso nas redes sociais o esquema servia para inflar números de artistas me poze e influenciadores impulsionando visualizações e seguidores de forma artificial uma publicação que viralizou nas redes sociais afirma que a polícia civil de goiás fechou um galpão com mais de 100 mil celulares utilizados para impulsionar artificialmente conteúdos na internet as imagens mostram dezenas de aparelhos conectados simultaneamente supostamente usados para inflar visualizações curtidas e seguidores de acordo com o texto divulgado o esquema serviria para vender engajamento e impulsionar vídeos e músicas de artistas e influenciadores a publicação ainda cita nomes de mcs como oruam e poze embora não apresente detalhes oficiais sobre o possivel envolvimento deles segundo as informações que circulam a estrutura funcionaria como uma fazenda de celulares prática já conhecida no meio digital e usada para crescimento artificial de perfis nas redes sociais apesar da repercussão não há até o momento confirmação detalhada do caso em grandes veículos de imprensa nem divulgação oficial com os números mencionados as informações têm como base publicações virais nas redes e podem estar incompletas ou fora de contexto versão 2 goiás polícia civil fecha galpão com 100 mil celulares usados para vender engajamento olha isso meu deus do céu são centenas quem montou isso aqui gastou uma fortuna celular até o teto é uma fazenda de visualização a gente precisa chamar o pessoal da inteligência agora celular até o teto parece uma colmeia 18042026 se o engajamento é artificial o artista ainda é real a polícia civil descobriu uma fazenda de cliques nomes como oruam e poze trazem peso mediático mas o ponto central é a fraude algoritmica o desmonte do galpão de 100 mil celulares revela a indústria fantasma por trás dos charts',Fake
